,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
2221,Cameron,PA,5913,2.0,3.382377811601556,4.3867690136708854e-05,2.0,2.820121546814646e-05,5.921632038535409e-05,0.0,5.0
2222,Carbon,PA,56846,8.0,1.4073109805439257,2.7574248585104152e-05,16.0,1.9989586187000132e-05,3.685345342051973e-05,7.0,23.0
2223,Centre,PA,123786,17.0,1.3733378572698045,2.200179075065707e-05,27.0,1.6383760760710323e-05,2.833799360552526e-05,15.0,38.0
2224,Chester,PA,376396,70.0,1.8597434616733441,2.13832557658065e-05,81.0,1.766297339467629e-05,2.506063228146424e-05,59.0,99.0
2225,Clarion,PA,41699,18.0,4.316650279383199,4.433052455359699e-05,18.5,3.312379042824617e-05,5.701858135193182e-05,9.0,26.0
2226,Clearfield,PA,78097,29.0,3.713330857779429,4.0036633314820394e-05,31.0,3.0863584280961686e-05,4.992547811571005e-05,19.0,42.0
2227,Clinton,PA,37182,7.0,1.8826313807756443,3.3163536192372255e-05,12.0,2.307997182214714e-05,4.351519789506545e-05,6.0,19.0
2228,Columbia,PA,63202,18.0,2.8480111388880096,3.522046266717673e-05,22.0,2.5218517916268772e-05,4.4869503851273556e-05,11.0,31.0
2229,Crawford,PA,86169,23.0,2.6691733686128423,3.3007765255860454e-05,28.0,2.520903823394992e-05,4.185554338310106e-05,17.0,39.0
2230,Cumberland,PA,195257,36.0,1.8437239125870009,2.3385959467621937e-05,46.0,1.852947668270782e-05,2.8667388771761273e-05,32.0,61.0
2231,Dauphin,PA,237813,64.0,2.691190136788149,2.9750604013430504e-05,70.0,2.4325238902617858e-05,3.490610636911288e-05,51.0,89.0
2232,Delaware,PA,547651,138.0,2.5198529720570217,2.6724405177349358e-05,146.0,2.313310973184822e-05,3.003325119463884e-05,118.0,173.0
2233,Elk,PA,34878,14.0,4.013991627960318,4.34677195084487e-05,15.0,3.198045932848241e-05,5.608890891727873e-05,7.0,22.0
2234,Erie,PA,275572,62.0,2.2498657338191106,2.5626300919994328e-05,70.0,2.110577735260844e-05,3.0331673959074853e-05,50.0,88.0
2235,Fayette,PA,145351,41.0,2.820758027120556,3.2358390412352435e-05,47.0,2.5233385877221907e-05,3.922192999917404e-05,33.0,63.0
2236,Forest,PA,4802,3.0,6.247396917950853,4.769183609709507e-05,2.0,3.205883173556902e-05,6.496157856512267e-05,0.0,5.0
2237,Franklin,PA,121082,42.0,3.468723674864968,3.747585823660956e-05,45.0,2.9742715868066195e-05,4.5648626039508734e-05,31.0,60.0
2238,Fulton,PA,13837,4.0,2.8908000289080005,4.157104129858715e-05,6.0,2.7869914325250183e-05,5.544783758525011e-05,1.0,9.0
2239,Greene,PA,39550,9.0,2.275600505689001,3.434983978816092e-05,14.0,2.5076804170562387e-05,4.54014190277351e-05,6.0,20.0
2240,Huntingdon,PA,44164,15.0,3.3964314826555566,3.999240517816509e-05,17.0,2.8218338600209116e-05,5.016380044544783e-05,9.0,25.0
2241,Indiana,PA,89994,18.0,2.000133342222815,2.855372598754863e-05,25.0,2.096898513660127e-05,3.631156648746101e-05,15.0,36.0
2242,Jefferson,PA,46083,9.0,1.9529978517023636,3.22403270410063e-05,15.0,2.2270056326177164e-05,4.203262107725557e-05,7.0,22.0
2243,Juniata,PA,20625,3.0,1.4545454545454544,3.549772050048214e-05,7.0,2.390087949277801e-05,4.816321635601371e-05,2.0,12.0
2244,Lackawanna,PA,219039,87.0,3.9718954158848425,4.062905524482911e-05,89.0,3.4155759672584266e-05,4.687166282990429e-05,67.0,108.0
2245,Lancaster,PA,422822,91.0,2.1522058927870362,2.375246793887165e-05,100.0,2.0105637306904676e-05,2.7608427647430675e-05,77.0,122.0
2246,Lawrence,PA,96246,28.0,2.9092118113999534,3.425727438039669e-05,33.0,2.6414655775245113e-05,4.261238764608327e-05,21.0,45.0
2247,Lebanon,PA,113744,28.0,2.461668307778872,3.0243750187330443e-05,34.0,2.315400674243899e-05,3.794663939925782e-05,20.0,46.0
2248,Lehigh,PA,291130,77.0,2.6448665544602066,2.8931609659115527e-05,84.0,2.405691254736018e-05,3.374683059824781e-05,62.0,103.0
2249,Luzerne,PA,328149,99.0,3.016922190834042,3.202086277238164e-05,105.0,2.7544232506934285e-05,3.6940029988077555e-05,82.0,127.0
2250,Lycoming,PA,118710,33.0,2.7798837503158955,3.26574986940595e-05,38.5,2.5484784118712816e-05,3.993163012184685e-05,25.0,51.0
2251,Mc kean,PA,47131,0.0,0.0,2.17418780458059e-05,10.0,1.4090989444770986e-05,3.0045432231358386e-05,4.0,16.0
2252,Mercer,PA,121003,35.0,2.8924902688363097,3.3280468584280034e-05,40.0,2.6238309869210574e-05,4.0704400943561604e-05,26.0,53.0
2253,Mifflin,PA,46197,25.0,5.4116068142953,5.0343658860431046e-05,23.0,3.8858137783299337e-05,6.331318594125352e-05,13.0,32.0
2254,Monroe,PA,95709,18.0,1.8807008745259064,2.682403693522516e-05,25.0,1.937182490072669e-05,3.3820921455076844e-05,15.0,36.0
2255,Montgomery,PA,678111,150.0,2.212027234479311,2.3508588216618188e-05,159.0,2.0543897164891423e-05,2.6546550318923447e-05,130.0,189.0
2256,Montour,PA,17735,9.0,5.074711023400057,4.695006557463348e-05,8.0,3.3957158587084396e-05,6.299851340508222e-05,3.0,13.0
2257,Northampton,PA,247105,79.0,3.197021509075089,3.4027327104906534e-05,84.0,2.852273955667651e-05,3.94835681376833e-05,63.0,103.0
2258,Northumberland,PA,96771,23.0,2.3767450992549417,3.052876818600953e-05,29.0,2.3442813236647996e-05,3.836089880419399e-05,18.0,40.0
2259,Perry,PA,41172,6.0,1.4573010784027982,3.043258483128316e-05,12.0,2.1201445800656897e-05,4.110451057315276e-05,5.0,19.0
2260,Philadelphia,PA,1585577,305.0,1.923589961257006,1.9919982975298967e-05,316.0,1.8056869234841912e-05,2.1675052569045286e-05,274.0,354.0
2261,Pike,PA,27966,7.0,2.5030394049917755,3.776745032466931e-05,10.0,2.6076625878382286e-05,4.943098992789585e-05,4.0,16.0
2262,Potter,PA,16717,3.0,1.7945803672907816,3.805316494450614e-05,6.0,2.4822080244214397e-05,5.102850121530298e-05,1.0,10.0
2263,Schuylkill,PA,152585,55.0,3.604548284562703,3.82334670613331e-05,58.0,3.111756826670517e-05,4.573152688498319e-05,41.0,74.0
2264,Snyder,PA,36680,5.0,1.3631406761177751,3.062310539915108e-05,11.0,2.1719860542571294e-05,4.1648824245924706e-05,4.0,17.0
2265,Somerset,PA,78218,30.0,3.835434299010458,4.07966184586882e-05,32.0,3.130767647804795e-05,5.0290568027540655e-05,20.0,43.0
2266,Sullivan,PA,6104,3.0,4.914809960681519,4.608595902898588e-05,3.0,3.203208576364269e-05,6.366021467163768e-05,0.0,5.0
2267,Susquehanna,PA,40380,3.0,0.7429420505200593,2.71207086307533e-05,11.0,1.847729421680793e-05,3.70718648567811e-05,4.0,17.0
2268,Tioga,PA,41126,13.0,3.161017361279969,3.8734363611818876e-05,16.0,2.8262103323123096e-05,4.979732946565917e-05,7.0,23.0
2269,Union,PA,36176,11.0,3.040689960194604,3.876317334140356e-05,14.0,2.7885080963961797e-05,5.0671820518499516e-05,7.0,21.0
2270,Venango,PA,59381,17.0,2.86286859433152,3.582105040404175e-05,21.0,2.6300847869575702e-05,4.5743464473240176e-05,12.0,30.0
2271,Warren,PA,45050,10.0,2.2197558268590454,3.3436085222682586e-05,15.0,2.3946001344580094e-05,4.3691659234396075e-05,7.0,22.0
2272,Washington,PA,204584,46.0,2.248465178117545,2.6491432719526207e-05,54.0,2.1317085412651686e-05,3.211302028421647e-05,38.0,70.0
2273,Wayne,PA,39944,10.0,2.5035049068696176,3.590060364849778e-05,14.0,2.468681971773097e-05,4.660432342962562e-05,6.0,21.0
2274,Westmoreland,PA,370321,118.0,3.186424750419232,3.3278293371800806e-05,123.0,2.85886222039275e-05,3.759523823896728e-05,97.0,146.0
2275,Wyoming,PA,28076,5.0,1.7808804673030345,3.486676168588582e-05,10.0,2.3623213915317945e-05,4.658255955624178e-05,4.0,15.0
2276,York,PA,339574,78.0,2.2969956474877344,2.540037105644627e-05,86.0,2.0982592472543492e-05,2.9733117647302068e-05,64.0,106.0
2277,Bristol,RI,48859,0.0,0.0,2.138701749422397e-05,10.0,1.413693160947961e-05,2.9375410102499817e-05,4.0,16.0
2278,Kent,RI,161135,0.0,0.0,9.676752617890332e-06,15.0,6.312307972794664e-06,1.3223336557947322e-05,6.0,23.0
2279,Newport,RI,87194,0.0,0.0,1.5013801770840587e-05,13.0,9.738375282297775e-06,2.07624816722075e-05,5.0,20.0
2280,Providence,RI,596270,0.0,0.0,3.0605026053552352e-06,18.0,1.9943989207144674e-06,4.21667097839016e-06,8.0,27.0
2281,Washington,RI,110006,0.0,0.0,1.276325619924578e-05,14.0,8.383405626601871e-06,1.765409445461253e-05,5.0,21.0
2282,Abbeville,SC,23862,0.0,0.0,2.9522900162492342e-05,7.0,1.950383037698232e-05,4.129597105717507e-05,1.0,11.0
2283,Aiken,SC,120940,0.0,0.0,1.1980563241253592e-05,14.0,7.857299718682749e-06,1.6343838462524616e-05,5.0,21.0
2284,Allendale,SC,11722,0.0,0.0,3.6477473217313774e-05,4.0,2.34471269492392e-05,5.092088820099795e-05,0.0,7.0
2285,Anderson,SC,145196,0.0,0.0,1.0355568607032139e-05,15.0,6.922892517440212e-06,1.4764851613132879e-05,7.0,23.0
2286,Bamberg,SC,16902,0.0,0.0,3.3029174793284534e-05,5.0,2.076830081668663e-05,4.53904760633384e-05,1.0,9.0
2287,Barnwell,SC,20293,0.0,0.0,3.1042648612222964e-05,6.0,2.068602970340764e-05,4.337533436065565e-05,2.0,11.0
2288,Beaufort,SC,86425,0.0,0.0,1.5183850880765506e-05,13.0,1.0288323404215077e-05,2.1474781997546332e-05,6.0,21.0
2289,Berkeley,SC,128776,0.0,0.0,1.142415860578824e-05,14.0,7.666500206724667e-06,1.5968058481372235e-05,6.0,22.0
2290,Calhoun,SC,12753,0.0,0.0,3.5016346328297425e-05,4.0,2.1876945838047185e-05,4.782543086007667e-05,1.0,8.0
2291,Charleston,SC,295039,0.0,0.0,5.873762677194382e-06,17.0,3.910522292366772e-06,8.193480355650367e-06,8.0,26.0
2292,Cherokee,SC,44506,0.0,0.0,2.2377671714844475e-05,10.0,1.459806898907524e-05,3.123338429555025e-05,4.0,16.0
2293,Chester,SC,32170,0.0,0.0,2.5876184462833836e-05,8.0,1.6749305420624547e-05,3.6078161128128054e-05,2.0,13.0
2294,Chesterfield,SC,38577,0.0,0.0,2.4103849946913607e-05,9.0,1.5840326025204166e-05,3.308366456526499e-05,4.0,15.0
2295,Clarendon,SC,28450,0.0,0.0,2.7716980112206933e-05,8.0,1.8095733582680436e-05,3.749000126838466e-05,3.0,13.0
2296,Colleton,SC,34377,0.0,0.0,2.5561853710820435e-05,9.0,1.6860086838477674e-05,3.533083014393669e-05,3.0,14.0
2297,Darlington,SC,61851,0.0,0.0,1.8687859824421764e-05,11.0,1.2227862210787691e-05,2.573011029902276e-05,6.0,19.0
2298,Dillon,SC,29114,0.0,0.0,2.719701271338097e-05,8.0,1.748324245480019e-05,3.7782312459933177e-05,3.0,13.0
2299,Dorchester,SC,83060,0.0,0.0,1.5571990071971507e-05,13.0,9.991127062338556e-06,2.125607309396242e-05,6.0,20.0
2300,Edgefield,SC,18375,0.0,0.0,3.2267139421685915e-05,6.0,2.1589082045122032e-05,4.528435997873767e-05,2.0,10.0
2301,Fairfield,SC,22295,0.0,0.0,3.0463953848460255e-05,7.0,1.8768931171653484e-05,4.1376794396809894e-05,2.0,11.0
2302,Florence,SC,114344,0.0,0.0,1.2438230063378343e-05,14.0,8.061053059275489e-06,1.76027888774494e-05,6.0,22.0
2303,Georgetown,SC,46302,0.0,0.0,2.2024564549171525e-05,10.0,1.4220166830832007e-05,3.0215920123021793e-05,4.0,16.0
2304,Greenville,SC,320167,0.0,0.0,5.416313492416108e-06,17.0,3.4927695860837625e-06,7.43824350524043e-06,8.0,26.0
2305,Greenwood,SC,59567,0.0,0.0,1.9138904091943914e-05,11.0,1.2434356984217033e-05,2.61664486510601e-05,5.0,18.0
2306,Hampton,SC,18191,0.0,0.0,3.2080650846753314e-05,6.0,2.093803760257116e-05,4.473361898380504e-05,2.0,10.0
2307,Horry,SC,144053,0.0,0.0,1.0580931345502434e-05,15.0,6.74587468483659e-06,1.4533579303751746e-05,6.0,23.0
2308,Jasper,SC,15487,0.0,0.0,3.361461544437025e-05,5.0,2.206336079310343e-05,4.7054173133189094e-05,1.0,9.0
2309,Kershaw,SC,43599,0.0,0.0,2.2637722717189344e-05,10.0,1.4635927345728002e-05,3.1438547257177874e-05,3.0,15.0
2310,Lancaster,SC,54516,0.0,0.0,2.02059333584218e-05,11.0,1.341384706481506e-05,2.7750102658853786e-05,4.0,17.0
2311,Laurens,SC,58092,0.0,0.0,1.9435193091511977e-05,11.0,1.2823729027790112e-05,2.6813735111287627e-05,4.0,17.0
2312,Lee,SC,18437,0.0,0.0,3.21646763360799e-05,6.0,1.9995078864912414e-05,4.313546821283523e-05,2.0,10.0
2313,Lexington,SC,167611,0.0,0.0,9.315258291948222e-06,15.0,5.938029563638491e-06,1.265382352272038e-05,6.0,23.0
2314,Marion,SC,33899,0.0,0.0,2.5586305904711042e-05,9.0,1.63733067409438e-05,3.504910844053255e-05,3.0,14.0
2315,Marlboro,SC,29361,0.0,0.0,2.7163934402615643e-05,8.0,1.753915201475779e-05,3.724613084691633e-05,3.0,13.0
2316,Mccormick,SC,8868,0.0,0.0,3.8076059804526626e-05,3.0,2.4736088012860416e-05,5.308802043854e-05,0.0,6.0
2317,Newberry,SC,33172,0.0,0.0,2.580319123779458e-05,8.0,1.7100820768102774e-05,3.580549881596689e-05,3.0,14.0
2318,Oconee,SC,57494,0.0,0.0,1.9427714066026078e-05,11.0,1.299179122067203e-05,2.724359488815153e-05,5.0,18.0
2319,Orangeburg,SC,84803,0.0,0.0,1.5431154601212612e-05,13.0,1.0530418094726121e-05,2.165311626369647e-05,5.0,20.0
2320,Pickens,SC,93894,0.0,0.0,1.438829138029367e-05,13.0,9.384874608955755e-06,1.9811673413472037e-05,5.0,20.0
2321,Richland,SC,285720,0.0,0.0,5.9564771749623235e-06,17.0,3.733371315605108e-06,8.080647625672164e-06,7.0,25.0
2322,Saluda,SC,16357,0.0,0.0,3.315119972844374e-05,5.0,2.1194897970681012e-05,4.534664978938952e-05,1.0,9.0
2323,Spartanburg,SC,226800,0.0,0.0,7.265923106043502e-06,16.0,4.643626541089355e-06,1.005252575993378e-05,7.0,25.0
2324,Sumter,SC,102637,0.0,0.0,1.3302446999840367e-05,13.0,8.796836050446486e-06,1.852066605668093e-05,6.0,21.0
2325,Union,SC,30337,0.0,0.0,2.674946604981568e-05,8.0,1.754790186554754e-05,3.7412527461000875e-05,3.0,13.0
2326,Williamsburg,SC,36815,0.0,0.0,2.46369016876165e-05,9.0,1.6350843315433423e-05,3.4314105127079524e-05,3.0,14.0
2327,York,SC,131497,0.0,0.0,1.1266590671033088e-05,15.0,7.63436458419773e-06,1.575613102376435e-05,6.0,22.0
2328,Aurora,SD,3135,0.0,0.0,4.264405074079004e-05,1.0,2.6683083409794525e-05,5.853978557520479e-05,0.0,3.0
2329,Beadle,SD,18253,0.0,0.0,3.215555162014438e-05,6.0,2.0804902661856637e-05,4.478593274080229e-05,2.0,10.0
2330,Bennett,SD,3206,0.0,0.0,4.27575477328481e-05,1.0,2.7608507830007826e-05,5.987202452735217e-05,0.0,3.0
2331,Bon homme,SD,7089,0.0,0.0,3.942065605804438e-05,3.0,2.5416108812448508e-05,5.485296815580907e-05,0.0,5.0
2332,Brookings,SD,25207,0.0,0.0,2.8922178876820195e-05,7.0,1.884792159891677e-05,4.0576927838905566e-05,2.0,12.0
2333,Brown,SD,35580,0.0,0.0,2.504322701831228e-05,9.0,1.6475249540411684e-05,3.421254912359726e-05,3.0,14.0
2334,Brule,SD,5485,0.0,0.0,4.087843192107021e-05,2.0,2.6171158268309835e-05,5.4778755183988656e-05,0.0,4.0
2335,Buffalo,SD,1759,0.0,0.0,4.35913740045048e-05,1.0,2.77981787674638e-05,5.99137831571293e-05,0.0,2.0
2336,Butte,SD,7914,0.0,0.0,3.836424170825607e-05,3.0,2.4485930857477772e-05,5.2930301731265796e-05,0.0,6.0
2337,Campbell,SD,1965,0.0,0.0,4.361083865028677e-05,1.0,2.699760509032971e-05,5.981542783853864e-05,0.0,2.0
2338,Charles mix,SD,9131,0.0,0.0,3.767659199884617e-05,3.0,2.471419512811794e-05,5.1966900161487616e-05,0.0,6.0
2339,Clark,SD,4403,0.0,0.0,4.1563426462849364e-05,2.0,2.7423494684365958e-05,5.8404679738283196e-05,0.0,4.0
2340,Clay,SD,13186,0.0,0.0,3.518392452596533e-05,5.0,2.2002066186189257e-05,4.799877379985113e-05,1.0,8.0
2341,Codington,SD,22698,0.0,0.0,2.9844786166593374e-05,7.0,1.9398951001219064e-05,4.167063528969133e-05,2.0,11.0
2342,Corson,SD,4195,0.0,0.0,4.161938960731994e-05,2.0,2.6651424206774155e-05,5.7924213786698606e-05,0.0,4.0
2343,Custer,SD,6179,0.0,0.0,3.993675147474789e-05,2.0,2.594118382511374e-05,5.5459424759038955e-05,0.0,5.0
2344,Davison,SD,17503,0.0,0.0,3.246536101341271e-05,6.0,2.0738643808791974e-05,4.524883942315659e-05,2.0,10.0
2345,Day,SD,6978,0.0,0.0,3.9244850058490184e-05,3.0,2.4528937636969745e-05,5.441655715378838e-05,0.0,5.0
2346,Deuel,SD,4522,0.0,0.0,4.165176039683698e-05,2.0,2.743952847841154e-05,5.721206030165654e-05,0.0,4.0
2347,Dewey,SD,5523,0.0,0.0,4.049666880717142e-05,2.0,2.6017973718636895e-05,5.587181206965022e-05,0.0,4.0
2348,Douglas,SD,3746,0.0,0.0,4.1961768373876746e-05,1.0,2.7759537451200884e-05,5.957441615539379e-05,0.0,3.0
2349,Edmunds,SD,4356,0.0,0.0,4.137335615176678e-05,2.0,2.5697361699559858e-05,5.529503884169865e-05,0.0,4.0
2350,Fall river,SD,7353,0.0,0.0,3.90498012504494e-05,3.0,2.419480908592605e-05,5.367104969838591e-05,0.0,5.0
2351,Faulk,SD,2744,0.0,0.0,4.3229791839455796e-05,1.0,2.7323961334895768e-05,5.9385403859673874e-05,0.0,3.0
2352,Grant,SD,8372,0.0,0.0,3.843575232193673e-05,3.0,2.5351089489252985e-05,5.423247001377e-05,0.0,6.0
2353,Gregory,SD,5359,0.0,0.0,4.083092269858473e-05,2.0,2.5652899860541473e-05,5.6101261102411905e-05,0.0,4.0
2354,Haakon,SD,2624,0.0,0.0,4.3333392268339705e-05,1.0,2.8029266502761755e-05,5.9989369906653835e-05,0.0,3.0
2355,Hamlin,SD,4974,0.0,0.0,4.0889840347876105e-05,2.0,2.7513959163566767e-05,5.810372148241517e-05,0.0,4.0
2356,Hand,SD,4272,0.0,0.0,4.165346884124364e-05,2.0,2.669767079966378e-05,5.770508890209676e-05,0.0,4.0
2357,Hanson,SD,2994,0.0,0.0,4.267062064097865e-05,1.0,2.8602340753902076e-05,6.032634462375209e-05,0.0,3.0
2358,Harding,SD,1669,0.0,0.0,4.4590906202772684e-05,1.0,2.782252733089079e-05,6.070602051127594e-05,0.0,2.0
2359,Hughes,SD,14817,0.0,0.0,3.4253208714598256e-05,5.0,2.2340948166382854e-05,4.768401453716908e-05,1.0,9.0
2360,Hutchinson,SD,8262,0.0,0.0,3.833506936624767e-05,3.0,2.489671225579428e-05,5.3876115182293015e-05,0.0,6.0
2361,Hyde,SD,1696,0.0,0.0,4.421406615177044e-05,1.0,2.9319412356618196e-05,6.212862698039435e-05,0.0,2.0
2362,Jackson,SD,1811,0.0,0.0,4.356722650284879e-05,1.0,2.6871588495355594e-05,5.920628390313085e-05,0.0,2.0
2363,Jerauld,SD,2425,0.0,0.0,4.31388922113561e-05,1.0,2.7291618618481676e-05,5.951030870425157e-05,0.0,2.0
2364,Jones,SD,1324,0.0,0.0,4.439054129565972e-05,0.0,2.8813836796932673e-05,6.107563134743368e-05,0.0,2.0
2365,Kingsbury,SD,5925,0.0,0.0,4.0176498860294304e-05,2.0,2.5549824957382292e-05,5.591686453217972e-05,0.0,5.0
2366,Lake,SD,10550,0.0,0.0,3.669156623407592e-05,4.0,2.4225278681672248e-05,5.124677647879575e-05,1.0,7.0
2367,Lawrence,SD,20655,0.0,0.0,3.091652726800584e-05,6.0,1.9476027116080138e-05,4.241456900073116e-05,2.0,11.0
2368,Lincoln,SD,15427,0.0,0.0,3.3713907702911e-05,5.0,2.126250087230368e-05,4.639549867024588e-05,1.0,9.0
2369,Lyman,SD,3638,0.0,0.0,4.227220615204377e-05,1.0,2.808544809536925e-05,5.942007398073324e-05,0.0,3.0
2370,Marshall,SD,4844,0.0,0.0,4.087308801314865e-05,2.0,2.6016933745370395e-05,5.605856417978694e-05,0.0,4.0
2371,Mccook,SD,5688,0.0,0.0,4.0464465913770724e-05,2.0,2.5288214979094292e-05,5.509337131774786e-05,0.0,4.0
2372,Mcpherson,SD,3228,0.0,0.0,4.282195323095785e-05,1.0,2.8789221336665184e-05,6.04028253700638e-05,0.0,3.0
2373,Meade,SD,21878,0.0,0.0,3.056621602057134e-05,6.0,1.9775959234881406e-05,4.239725066508701e-05,2.0,11.0
2374,Mellette,SD,2137,0.0,0.0,4.367191947399527e-05,1.0,2.8654206725068274e-05,6.115957737760244e-05,0.0,2.0
2375,Miner,SD,3272,0.0,0.0,4.234106186098557e-05,1.0,2.628523677182787e-05,5.746257903390025e-05,0.0,3.0
2376,Minnehaha,SD,123809,0.0,0.0,1.1733513681669195e-05,14.0,7.690417109895354e-06,1.63328442668133e-05,6.0,22.0
2377,Moody,SD,6507,0.0,0.0,3.9865526430204725e-05,2.0,2.4550065431654673e-05,5.329194142033393e-05,0.0,5.0
2378,Pennington,SD,81343,0.0,0.0,1.591523586946941e-05,13.0,1.0841862528902622e-05,2.2361986521670894e-05,5.0,20.0
2379,Perkins,SD,3932,0.0,0.0,4.209940305833026e-05,1.0,2.603501967639245e-05,5.825786283858858e-05,0.0,3.0
2380,Potter,SD,3190,0.0,0.0,4.224684837369445e-05,1.0,2.7429394468014013e-05,5.8815916013886926e-05,0.0,3.0
2381,Roberts,SD,9914,0.0,0.0,3.724578493834448e-05,4.0,2.4764373645163785e-05,5.154704774844258e-05,1.0,7.0
2382,Sanborn,SD,2833,0.0,0.0,4.302598528416521e-05,1.0,2.860157298264868e-05,6.072141372653894e-05,0.0,3.0
2383,Shannon,SD,9902,0.0,0.0,3.707630572099895e-05,3.0,2.463098691467973e-05,5.2331958619205565e-05,1.0,7.0
2384,Spink,SD,7981,0.0,0.0,3.8260544143271426e-05,3.0,2.5115568387805615e-05,5.3806846906049826e-05,0.0,6.0
2385,Stanley,SD,2453,0.0,0.0,4.349312378765773e-05,1.0,2.6898339965377483e-05,6.0132691830961815e-05,0.0,2.0
2386,Sully,SD,1589,0.0,0.0,4.392493218159473e-05,1.0,2.7496073232768776e-05,6.092444745487383e-05,0.0,2.0
2387,Todd,SD,8352,0.0,0.0,3.828524846008672e-05,3.0,2.4755254796911915e-05,5.380958853955963e-05,0.0,6.0
2388,Tripp,SD,6924,0.0,0.0,3.939390609165787e-05,3.0,2.582737254120503e-05,5.461826681516336e-05,0.0,5.0
2389,Turner,SD,8576,0.0,0.0,3.817356899301117e-05,3.0,2.5376421179432228e-05,5.310582485333537e-05,0.0,6.0
2390,Union,SD,10189,0.0,0.0,3.68992969760099e-05,4.0,2.227543756247073e-05,4.988989067062418e-05,1.0,7.0
2391,Walworth,SD,6087,0.0,0.0,3.990751105420223e-05,2.0,2.5716833042879028e-05,5.5058425827081645e-05,0.0,5.0
2392,Washabaugh,SD,1000,0.0,0.0,4.5042883018648835e-05,0.0,2.9209373926162533e-05,6.239809418797317e-05,0.0,1.0
2393,Yankton,SD,19252,0.0,0.0,3.1368202656658546e-05,6.0,2.072839996641202e-05,4.393581890261488e-05,1.0,10.0
2394,Ziebach,SD,2220,0.0,0.0,4.366513103057042e-05,1.0,2.734345245278137e-05,5.978130394633151e-05,0.0,2.0
2395,Anderson,TN,68250,12.0,1.758241758241758,2.8367655695239642e-05,19.0,2.114240317539897e-05,3.774864747350351e-05,10.0,28.0
2396,Bedford,TN,30411,6.0,1.972970306796883,3.465096202610643e-05,10.0,2.4104201056509144e-05,4.6171282101804836e-05,4.0,16.0
2397,Benton,TN,14524,3.0,2.0655466813549985,3.9462679526255146e-05,6.0,2.6518686362703014e-05,5.403014470928884e-05,2.0,10.0
2398,Bledsoe,TN,9669,1.0,1.0342331161443792,3.961382539006549e-05,4.0,2.5151029836594912e-05,5.3681724175356444e-05,1.0,7.0
2399,Blount,TN,85969,22.0,2.5590619874605958,3.227606399319392e-05,28.0,2.4671194504064125e-05,4.0958038317530135e-05,16.0,38.0
2400,Bradley,TN,73712,11.0,1.492294334708053,2.6241982117428346e-05,19.0,1.8721876349172923e-05,3.416985264623113e-05,10.0,28.0
2401,Campbell,TN,35079,12.0,3.4208500812451894,4.042777870820432e-05,14.0,2.95596197687392e-05,5.342483231106404e-05,6.0,21.0
2402,Cannon,TN,10467,4.0,3.821534346039936,4.4126259222849096e-05,4.0,3.003649146947625e-05,5.947230948226786e-05,1.0,8.0
2403,Carroll,TN,27514,9.0,3.271062004797558,4.068573024689151e-05,11.0,2.8307298193273556e-05,5.243933479415243e-05,4.0,17.0
2404,Carter,TN,51505,11.0,2.13571497912824,3.26372403042022e-05,17.0,2.376598666809978e-05,4.260095490874711e-05,8.0,24.0
2405,Cheatham,TN,27140,4.0,1.4738393515106851,3.367117489790361e-05,9.0,2.3066548624883837e-05,4.5312851995065586e-05,3.0,14.0
2406,Chester,TN,12819,2.0,1.5601841017240037,3.881683730177956e-05,5.0,2.5137115446301756e-05,5.224339598850093e-05,0.0,8.0
2407,Claiborne,TN,26137,7.0,2.6781956613230284,3.835812097639114e-05,10.0,2.7152473562206332e-05,5.128152571796324e-05,3.0,15.0
2408,Clay,TN,7238,1.0,1.3815971262779774,4.1346592653709386e-05,3.0,2.682440493707508e-05,5.680446200081573e-05,0.0,6.0
2409,Cocke,TN,29141,8.0,2.7452729830822555,3.8395435276544e-05,11.0,2.74801628902124e-05,5.0783814463278794e-05,5.0,17.0
2410,Coffee,TN,40339,8.0,1.9831924440367883,3.3157072411982505e-05,13.0,2.318903190416231e-05,4.329833426526337e-05,6.0,20.0
2411,Crockett,TN,13378,2.0,1.4949917775452235,3.885824279910893e-05,5.0,2.5261292798120863e-05,5.299100505063361e-05,1.0,9.0
2412,Cumberland,TN,34736,4.0,1.1515430677107326,3.055856002338127e-05,10.0,2.1010482419499456e-05,4.124903779609869e-05,4.0,16.0
2413,Davidson,TN,510784,91.0,1.7815749906026814,2.0012954769094546e-05,102.0,1.6768956776340246e-05,2.305684508802406e-05,79.0,124.0
2414,Decatur,TN,10472,5.0,4.774637127578304,4.6238104564766276e-05,5.0,3.198704588838903e-05,6.207439079295346e-05,1.0,8.0
2415,Dekalb,TN,14360,0.0,0.0,3.426159536249678e-05,5.0,2.1896274877906876e-05,4.7030157897102134e-05,0.0,8.0
2416,Dickson,TN,35061,5.0,1.4260859644619381,3.158542819205385e-05,11.0,2.1716569682425338e-05,4.2324821478603664e-05,4.0,17.0
2417,Dyer,TN,34854,4.0,1.1476444597463706,3.0329708945473223e-05,10.0,2.028572056679725e-05,4.0680573899313756e-05,4.0,16.0
2418,Fayette,TN,25559,2.0,0.7825032278258147,3.1407965897967856e-05,8.0,2.125454037972906e-05,4.296315263491039e-05,3.0,13.0
